;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - kg;;13 kg;11,3 kg;11,4 kg;11,9 kg;;-;11 kg;11 kg;13 kg;;13,6 kg;14,5 kg;16,2 kg;17 kg;;13,5 kg;14,5 kg;15 kg;17,4 kg;20,6 kg;20,6 kg;19 kg;22 kg;;24 kg;21,5 kg;24,4 kg;-;???;26 kg;???;29,5 kg;29,7 kg;29 kg;;25 kg;???;27 kg;?38 kg;36,5 kg;36,5 kg;35 kg;37,5 kg;37,5 kg;;21,6 kg;25,4 kg;25 kg;25 kg;27 kg;27 kg;;33 kg;33 kg;?39 kg;?39 kg;35 kg;?39 kg;;44 kg;53,5 kg;53,5 kg;50 kg;29 kg;40 kg;;;10,4 kg;12,2 kg;12,2 kg;15,9 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WIP];EcoDrift - lb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EcoDrift - kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Weight Limit;eWheels - lb;;-;190 lb;190 lb;190 lb;;240 lb;200 lb;200 lb;???;;200 lb;200 lb;220 lb;250 lb;;220 lb;260 lb;265 lb;250 lb;260 lb;260 lb;300 lb;300 lb;;325 lb;330 lb;330 lb;300 lb;325 lb;300 lb;300 lb;325 lb;265 lb;265 lb;;200 lb;200 lb;300 lb;?325 lb;300 lb;300 lb;325 lb;330 lb;330 lb;;325 lb;325 lb;325 lb;325 lb;325 lb;325 lb;;325 lb;325 lb;330 lb;330 lb;330 lb;330 lb;;300 lb;?200-300 lb;?200-300 lb;???;330 lb;330 lb;;;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;eWheels - kg;;-;86 kg;86 kg;86 kg;;109 kg;91 kg;91 kg;???;;91 kg;91 kg;100 kg;113 kg;;100 kg;118 kg;120 kg;113 kg;118 kg;118 kg;136 kg;136 kg;;147 kg;150 kg;150 kg;136 kg;147 kg;136 kg;136 kg;147 kg;120 kg;120 kg;;91 kg;91 kg;136 kg;?147 kg;136 kg;136 kg;147 kg;150 kg;150 kg;;147 kg;147 kg;147 kg;147 kg;147 kg;147 kg;;147 kg;147 kg;150 kg;150 kg;150 kg;150 kg;;136 kg;?91-136 kg;?91-136 kg;???;150 kg;150 kg;;;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - lb;;265 lb;220 lb;265 lb;265 lb;;220 lb;220 lb;220 lb;???;;265 lb;265 lb;265 lb;220 lb;;265 lb;265 lb;265 lb;265 lb;265 lb;265 lb;265 lb;220 lb;;331 lb;265 lb;265 lb;220 lb;220 lb;220 lb;220 lb;220 lb;308,6 lb;265 lb;;265 lb;265 lb;265 lb;?287 lb;???;???;265 lb;???;???;;265 lb;265 lb;265 lb;265 lb;287 lb;287 lb;;287 lb;287 lb;?287 lb;?287 lb;265 lb;;;265 lb;???;???;265 lb;265 lb;287 lb;;;250 lb;?250 lb;275 lb;?275 lb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - kg;;120 kg;100 kg;120 kg;120 kg;;100 kg;100 kg;100 kg;???;;120 kg;120 kg;120 kg;100 kg;;120 kg;120 kg;120 kg;120 kg;120 kg;120 kg;120 kg;100 kg;;150 kg;120 kg;120 kg;100 kg;100 kg;100 kg;100 kg;100 kg;140 kg;120 kg;;120 kg;120 kg;120 kg;?130 kg;???;???;120 kg;???;???;;120 kg;120 kg;120 kg;120 kg;130 kg;130 kg;;130 kg;130 kg;?130 kg;?130 kg;120 kg;;;120 kg;???;???;120 kg;120 kg;130 kg;;;113 kg;?113 kg;125 kg;?125 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dimensions;MF - L - in;;"17,2""";"16,6""";"16,5""";"15,82""";;"11,42""";"11,42""";"11,42""";;;"17,2""";"17,2""";"17,2""";"16,14""";;;"18,19""";;"18,23""";"20,81""";"20,81""";"16,54""";"16,54""";;"17,99""";"19,49""";"19,49""";"19,29""";"19,29""";"19,29""";"19,29""";;"19,57""";"19,57""";;"20,87""";;"19,7""";;"22,83""";"22,83""";"22,91""";"22,32""";"22,32""";;"19,49""";"19,49""";"19,29""";"19,29""";"19,29""";"19,29""";;"20,08""";"20,08""";;;"19,69""";;;;"22,05""";"22,05""";"22,8""";"23,23""";"24,02""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WIP];MF - W - in;;"7,95""";"7,2""";"7,17""";"6,53""";;"5,91""";"5,91""";"5,91""";;;"7,95""";"7,95""";"7,95""";"6,69""";;;"5,83""";;"7,72""";"16,57""";"16,57""";"7,87""";"9,06""";;"7,01""";"7,09""";"7,09""";"7,87""";"7,87""";"7,87""";"7,87""";;"7,48""";"7,48""";;"7,87""";;"7,87""";;"7,87""";"7,87""";"12,99""";"12,99""";"12,99""";;"7,09""";"7,09""";"9,06""";"9,06""";"9,45""";"9,45""";;"9,84""";"9,84""";;;"7,68""";;;;"12,99""";"12,99""";"10,79""";"9,09""";"10,24""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - H - in;;"18,74""";"17,6""";"17,64""";"18,74""";;"17,72""";"17,72""";"17,72""";;;"18,74""";"18,74""";"18,74""";"20,67""";;;"21,18""";;"19,92""";"24,55""";"24,55""";"22,17""";"22,44""";;"20,87""";"23,23""";"23,23""";"23,23""";"23,23""";"23,23""";"23,23""";;"23,9""";"23,9""";;"25.87-21.93""";;"26,6""";;"31,1""";"31,1""";"29,41""";"24,72""";"24,72""";;"23,23""";"23,23""";"22,05""";"22,05""";"22,05""";"22,05""";;"23,03""";"23,03""";;;"23,31""";;;;"30,71""";"30,71""";"28,78""";"25,79""";"26,77""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - L - mm;;437 mm;421,6 mm;419 mm;401,8 mm;;290 mm;290 mm;290 mm;;;437 mm;437 mm;437 mm;410 mm;;;462 mm;;463 mm;528,5 mm;528,5 mm;420 mm;420 mm;;457 mm;495 mm;495 mm;490 mm;490 mm;490 mm;490 mm;;497 mm;497 mm;;530 mm;;500,4 mm;;580 mm;580 mm;582 mm;567 mm;567 mm;;495 mm;495 mm;490 mm;490 mm;490 mm;490 mm;;510 mm;510 mm;;;500 mm;;;;560 mm;560 mm;579 mm;590 mm;610 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - W - mm;;202 mm;182,9 mm;182 mm;165,9 mm;;150 mm;150 mm;150 mm;;;202 mm;202 mm;202 mm;170 mm;;;148 mm;;196 mm;421 mm;421 mm;200 mm;230 mm;;178 mm;180 mm;180 mm;200 mm;200 mm;200 mm;200 mm;;190 mm;190 mm;;200 mm;;199,9 mm;;200 mm;200 mm;330 mm;330 mm;330 mm;;180 mm;180 mm;230 mm;230 mm;240 mm;240 mm;;250 mm;250 mm;;;195 mm;;;;330 mm;330 mm;274 mm;231 mm;260 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - H - mm;;476 mm;447 mm;448 mm;476 mm;;450 mm;450 mm;450 mm;;;476 mm;476 mm;476 mm;525 mm;;;538 mm;;506 mm;623,5 mm;623,5 mm;563 mm;570 mm;;530 mm;590 mm;590 mm;590 mm;590 mm;590 mm;590 mm;;607 mm;607 mm;;657-557 mm;;675,6 mm;;790 mm;790 mm;747 mm;628 mm;628 mm;;590 mm;590 mm;560 mm;560 mm;560 mm;560 mm;;585 mm;585 mm;;;592 mm;;;;780 mm;780 mm;731 mm;655 mm;680 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Body Width;eWheels;;"5,8""";-;-;-;;"5,6""";"5,6""";"5,6""";;;"5,8""";"5,8""";"5,8""";-;;-;-;-;-;-;-;"7,87""";-;;"7,3""";"7""";"7""";"7,9""";"7,9""";"7,9""";"7,9""";"7,9""";-;-;;-;-;-;-;"7,9""";"7,9""";"13""";???;???;;"6,2""";"6,2""";"8,2""";"8,2""";"9,4""";"9,4""";;"9,8""";"9,8""";"9,4""";"9,4""";"9,4""";-;;"8,5""";;;;-;"10,2""";;;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedal Height;eWheels;;-;-;-;-;;"4,75""";"4,75""";"4,75""";;;-;-;-;-;;-;-;-;-;-;-;-;-;;;"6,7""";"6,7""";"5,5""";"5,5""";"5,5""";"5,5""";"5,5""";-;-;;-;-;-;-;"6,7""";"6,7""";"9,1""";???;???;;"5,8""";"5,8""";"6,5""";"6,5""";"6,5""";"6,5""";;"6,3""";"6,3""";"6,3""";"6,3""";"6,7""";"6.9""";;"7""";;;;-;"6,5""";;;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - in;;"4,92""";-;-;"4,52""";;"4,33""";"4,33""";"4,33""";;;"4,92""";"4,92""";"4,92""";"5,71""";;"5,94""";???;???;"4,92""";"6,77""";"6,77""";"5,91""";"5,31""";;;"7,09""";"7,09""";"5,71""";"5,71""";"5,71""";"5,71""";"5,71""";???;???;;"4.33-8.27""";"4.33-8.27""";"6.5-9.84""";???;"6,69""";"6,69""";"9.09�1.02""";"8,66""";"8,66""";;"6,3""";"9,09""";"6,5""";"6,5""";"6,5""";"6,5""";;"6,3""";"6,3""";???;???;"6,69""";-;;"7,09""";;;;"6,46""";"6,5""";;;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MF - mm;;125 mm;-;-;114,8 mm;;110 mm;110 mm;110 mm;;;125 mm;125 mm;125 mm;145 mm;;151 mm;???;???;125 mm;172 mm;172 mm;150 mm;135 mm;;;180 mm;180 mm;145 mm;145 mm;145 mm;145 mm;145 mm;???;???;;110-210 mm;110-210 mm;165-250 mm;???;170 mm;170 mm;231�26 mm;220 mm;220 mm;;160 mm;231 mm;165 mm;165 mm;165 mm;165 mm;;160 mm;160 mm;???;???;170 mm;-;;180 mm;;;;164 mm;165 mm;;;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carrying Handle;;;Good;Good;Good;Good;;Good;Good;Good;?Good;;Good;Good;Good;Good;;Good;Good;Good;Good;Good;Good;Good;Good;;Good;Good;Good;Poor;Poor;Poor;Poor;Poor;Good;Good;;Poor;Poor;Good;Good;Poor;Poor;Poor;Poor;Poor;;Good;Good;Good;Good;Good;Good;;Good;Good;Poor;Poor;Dual;Dual;;Poor;Poor;Poor;Dual;Good;Good;;;Good;Good;Accessory;Good;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trolley Handle;;;Retractable;None;None;Scorpion;;Accessory;Accessory;Accessory;???;;Retractable;Retractable;Retractable;Retractable;;Retractable;Retractable;Retractable;Retractable;Scorpion;Scorpion;Retractable;Retractable;;Retractable;Retractable;Retractable;Scorpion;Scorpion;Scorpion;Scorpion;Scorpion;Flip-up;Flip-up;;Retractable;Retractable;Flip-up;Retractable;Retractable;Retractable;Retractable;Retractable;Retractable;;Retractable;Retractable;Retractable;Retractable;Retractable;Retractable;;Yes;Yes;Retractable;Retractable;Retractable;Retractable;;Retractable;Retractable;Retractable;Flip-up;None;Retractable;;;None;None;None;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Firmware Updates;;;Yes;Yes;Yes;Yes;;;No;No;???;;;Yes;Yes;No;;Yes;Yes;Yes;Yes;Yes;Yes;No;No;;;Yes;Yes;;;No;No;No;Yes;Yes;;Yes;Yes;Yes;No;;;Yes;;;;;Yes;;;No;No;;No;No;;;Coming;;;?Coming;;;;;No;;;Yes;Yes;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Suspension;;;No;No;No;No;;No;No;No;???;;No;No;No;No;;No;No;No;No;No;No;No;No;;No;No;No;No;No;No;No;No;No;No;;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;No;No;No;No;No;No;;No;No;No;No;No;No;;No;Yes;Yes;Optional;No;No;;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bluetooth Speakers;;;No;No;No;No;;No;No;No;No;;Yes;Yes;Yes;Yes;;No;No;No;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;No;No;No;Yes;Yes;Yes;No;No;No;;Yes;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;Yes;Yes;No;No;;No;No;No;?No;Yes;Yes;;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UL Standards/IP Ratings;;;-;UL2272,IP54;IP54;IP55;;;-;-;-;;-;-;-;-;;IP55;IP55;IP55;-;IP55;IP55;-;-;;IP54;-;-;-;;-;-;-;"IPX5 / IPX7
CE,FCC,ETL";"IPX5 / IPX7
CE,FCC,ETL";;-;-;IP55;-;-;-;-;;;;;-;-;-;-;-;;-;-;-;-;-;-;;?IP65;;;IP55 / IPX7;-;-;;;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Price (USD);eWheels.com;; - ; - ; - ; - ;; - ; $880 ; $1 090 ; $1 150 ;; $750 ; $899 ; $1 249 ; $1 350 ;; $899 ; $1 199 ; $1 399 ; $1 350 ; $1 299 ; $1 599 ; $1 350 ; $1 750 ;; - ; $1 550 ; $2 089 ; $2 250 ; - ; - ; $2 280 ; - ; $2 499 ; $2 299 ;; - ; $2 299 ; $2 199 ; - ; ??? ; $~3999 ; $~3200 ; $~3250 ; $~3250 ;; - ; $2 050 ; - ; - ; $2 250 ; $2 250 ;; $2 999 ; $2 999 ; $3 999 ; $3 999 ; - ; $3 799 ;; - ; $4 599 ; $4 599 ; $3 999 ; $2 850 ; - ;;; $950 ; $1 400 ; $1 799 ; $2 200 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EUCO;; - ; - ; - ; $699 ;;; $880 ; $1 090 ; ??? ;; - ; $899 ; - ; $1 349 ;; $899 ; $1 199 ; $1 399 ; $1 299 ; - ; $1 599 ; - ; $1 899 ;;; $1 550 ; $2 089 ; - ;; $2 175 ; - ; - ; $2 499 ; $2 299 ;; $1 999 ; - ; $2 199 ; $3 490 ; $~3249 ; $~3249 ; $~3199 ; $~2899 ; $~2899 ;;; $2 050 ; - ; - ; $2 249 ; $2 249 ;; $2 999 ; $2 999 ; $~3999 ; $~3999 ; - ; - ;; - ; ??? ; ??? ; ??? ; - ; $3 590 ;;; - ; - ; - ; - ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;AlienRides.com;; - ; - ; - ; - ;;; $880 ; - ;;;; - ; - ; $1 350 ;; - ; - ; $1 399 ; - ; - ; - ; - ; $1 750 ;;; - ; - ;;; $2 199 ; - ; $2 599 ; ??? ; $2 299 ;; $1 899 ; - ; - ; - ; $3 250 ; - ; ?3100-3299 ; ??? ; ??? ;;; - ;;; $2 250 ; $2 250 ;; $2 899 ; $2 899 ; $3 999 ; $3 999 ; - ; - ;; - ;;;;; $3 599 ;;; - ; - ; - ; - ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eWheels.com;;;-;-;-;-;;-;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;;-;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;-;-;https://ewheels.com/;-;https://ewheels.com/;https://ewheels.com/;;-;https://ewheels.com/;https://ewheels.com/;-;-;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;;-;https://ewheels.com/;-;-;https://ewheels.com/;https://ewheels.com/;;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;https://ewheels.com/;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EUCO;;;-;-;-;https://euco.us/products/inmotion-v5f-electric-unicycle?aff=31;;https://euco.us/products/gotway-mten-electric-unicycle?variant=31783052214406&aff=31;https://euco.us/products/gotway-mten-electric-unicycle?variant=39480502321286&aff=31;https://euco.us/products/gotway-mten-electric-unicycle?variant=35007422267526&aff=31;???;;-;https://euco.us/products/king-song-ks-14d-electric-unicycle?aff=31;-;https://euco.us/products/gotway-mcm5-v2-electric-unicycle?aff=31;;https://euco.us/products/inmotion-v8-electric-unicycle?variant=6872364351524&aff=31;https://euco.us/products/inmotion-v8-electric-unicycle?variant=31177205284998&aff=31;https://euco.us/products/inmotion-v8s-electric-unicycle?aff=31;https://euco.us/products/king-song-ks-16s-electric-unicycle?aff=31;-;https://euco.us/products/inmotion-v10-electric-unicycle?variant=7432223817764&aff=31;-;https://euco.us/products/gotway-t3-tesla-v3?aff=31;;-;https://euco.us/products/king-song-16x-electric-unicycle?aff=31;https://euco.us/products/king-song-16x-electric-unicycle?aff=31;-;-;https://euco.us/products/gotway-nikola-electric-unicycle?aff=31;-;-;https://euco.us/products/inmotion-v12-high-torque-ht-1750wh-100v?aff=31;https://euco.us/products/inmotion-v12-electric-unicycle?aff=31;;https://euco.us/products/king-song-s18-electric-unicycle?aff=31;-;https://euco.us/products/inmotion-v11-electric-unicycle?aff=31;https://euco.us/products/gotway-ex-electric-unicycle?aff=31;https://euco.us/products/begode-hero-electric-unicycle-preorder-deposit?variant=39758601683078&aff=31;https://euco.us/products/begode-hero-electric-unicycle-preorder-deposit?variant=39758601715846&aff=31;https://euco.us/products/king-song-s20-eagle-preorder-deposit?aff=31;https://euco.us/products/pre-order-deposit-begode-master-electric-unicycle?variant=39758607679622&aff=31;https://euco.us/products/pre-order-deposit-begode-master-electric-unicycle?variant=39758607646854&aff=31;;-;https://euco.us/products/king-song-18xl-electric-unicycle?aff=31;-;-;https://euco.us/products/gotway-rs-electric-unicycle?variant=34780833415302&aff=31;https://euco.us/products/gotway-rs-electric-unicycle?variant=34780833448070&aff=31;;https://euco.us/products/gotway-ex-n-electric-unicycle?variant=39638737191046&aff=31;https://euco.us/products/gotway-ex-n-electric-unicycle?variant=39638737158278&aff=31;https://euco.us/products/begode-commander-electric-unicycle?variant=39467476975750&aff=31;https://euco.us/products/begode-commander-electric-unicycle?variant=39467477008518&aff=31;-;-;;-;;;???;-;https://euco.us/products/gotway-monster-pro-electric-unicycle?aff=31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
